trade_id,strategy_name,symbol,direction,entry_time,exit_time,entry_price,exit_price,pnl_R,pnl_usd,exit_reason,session,regime,regime_snapshot_id,structure_state,volatility_state,orderflow_state,macro_state,oi_state,cvd_state,funding_state,coinbase_premium_state,etf_flow_state,setup_type,original_regime_snapshot_id,original_oi_state,original_funding_state,original_orderflow_state,original_etf_flow_state,original_macro_state
T0384,BAW_ETH_5m,ETHUSDT,short,2026-02-03 12:15:00,2026-02-03 12:25:00,2286.3513,2294.4121,-1.596,-30.1921,EXT,overlap,trend_down,trend_down_20260203,trend_down,medium,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W06_2026,unknown,unknown,unknown,unknown,unknown
T0385,ATR_ETH_3m,ETHUSDT,short,2026-02-03 16:09:00,2026-02-03 17:06:00,2275.8424,2229.78,1.593,139.6707,TP2,NY,trend_down,trend_down_20260203,trend_down,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W06_2026,unknown,unknown,unknown,unknown,unknown
T0386,ATR_ETH_3m,ETHUSDT,short,2026-02-04 16:27:00,2026-02-04 18:27:00,2136.0664,2122.43,0.184,44.129,SL,NY,trend_down,trend_down_20260204,trend_down,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W06_2026,unknown,unknown,unknown,unknown,unknown
T0387,BAW_ETH_5m,ETHUSDT,short,2026-02-05 14:05:00,2026-02-05 14:55:00,2066.5833,2043.5974,3.492,79.6699,TP2,overlap,trend_down,trend_down_20260205,trend_down,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W06_2026,unknown,unknown,unknown,unknown,unknown
T0388,BTP_ETH_30m,ETHUSDT,short,2026-02-06 17:30:00,2026-02-07 03:30:00,2066.3233,2079.62,-0.352,-52.012,TIME,NY,trend_down,trend_down_20260206,trend_down,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W06_2026,unknown,unknown,unknown,unknown,unknown
T0389,BTP_ETH_30m,ETHUSDT,short,2026-02-07 04:30:00,2026-02-07 07:00:00,2085.9314,2064.3206,1.128,184.8306,TP2,weekend,trend_down,trend_down_20260207,trend_down,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W06_2026,unknown,unknown,unknown,unknown,unknown
T0390,BTP_BTC_1H,BTCUSDT,short,2026-02-06 18:00:00,2026-02-07 07:00:00,69721.7271,68050.5,0.793,209.6577,TIME,NY,trend_down,trend_down_20260206,trend_down,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W06_2026,unknown,unknown,unknown,unknown,unknown
T0391,BAW_ETH_5m,ETHUSDT,short,2026-02-07 20:55:00,2026-02-07 21:00:00,2103.8696,2108.0359,-2.533,-18.6024,EXT,weekend,trend_down,trend_down_20260207,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W06_2026,unknown,unknown,unknown,unknown,unknown
T0392,BTP_ETH_30m,ETHUSDT,short,2026-02-07 19:00:00,2026-02-08 05:00:00,2091.8808,2083.92,0.145,24.7917,TIME,weekend,trend_down,trend_down_20260207,trend_down,medium,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W06_2026,unknown,unknown,unknown,unknown,unknown
T0393,BTP_ETH_30m,ETHUSDT,short,2026-02-08 09:00:00,2026-02-08 09:30:00,2106.0094,2106.22,0.225,21.3181,BE,weekend,trend_down,trend_down_20260208,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W06_2026,unknown,unknown,unknown,unknown,unknown
T0394,BTP_ETH_30m,ETHUSDT,short,2026-02-08 12:30:00,2026-02-08 15:00:00,2129.797,2100.4856,1.275,107.8302,TP2,weekend,trend_down,trend_down_20260208,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W06_2026,unknown,unknown,unknown,unknown,unknown
T0395,BAW_ETH_5m,ETHUSDT,short,2026-02-09 01:25:00,2026-02-09 01:35:00,2090.5809,2074.1874,1.543,55.0619,TP2,Asia,trend_down,trend_down_20260209,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W07_2026,unknown,unknown,unknown,unknown,unknown
T0396,BTP_ETH_30m,ETHUSDT,short,2026-02-09 18:00:00,2026-02-09 21:30:00,2115.0785,2115.29,0.429,63.2548,BE,NY,trend_down,trend_down_20260209,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W07_2026,unknown,unknown,unknown,unknown,unknown
T0397,BAW_ETH_5m,ETHUSDT,long,2026-02-10 14:50:00,2026-02-10 15:50:00,2009.4109,2024.6,0.926,52.9423,TIME,overlap,trend_down,trend_down_20260210,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W07_2026,unknown,unknown,unknown,unknown,unknown
T0398,BAW_ETH_5m,ETHUSDT,long,2026-02-11 08:10:00,2026-02-11 09:10:00,1943.2943,1950.25,0.893,23.095,TIME,London,trend_down,trend_down_20260211,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W07_2026,unknown,unknown,unknown,unknown,unknown
T0399,ATR_ETH_3m,ETHUSDT,short,2026-02-11 14:48:00,2026-02-11 21:24:00,1943.7156,1972.37,-0.992,-92.5338,SL,overlap,trend_down,trend_down_20260211,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W07_2026,unknown,unknown,unknown,unknown,unknown
T0400,BTP_ETH_30m,ETHUSDT,short,2026-02-12 11:30:00,2026-02-12 12:30:00,1987.6812,1974.5525,0.583,45.3692,TP2,London,trend_down,trend_down_20260212,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W07_2026,unknown,unknown,unknown,unknown,unknown
T0401,BTP_BTC_1H,BTCUSDT,short,2026-02-12 12:00:00,2026-02-12 15:00:00,67825.6168,67445.7375,0.499,42.9744,TP2,overlap,trend_down,trend_down_20260212,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W07_2026,unknown,unknown,unknown,unknown,unknown
T0402,BTP_ETH_30m,ETHUSDT,short,2026-02-13 09:00:00,2026-02-13 11:30:00,1959.804,1944.4519,0.803,36.7362,TP2,London,trend_down,trend_down_20260213,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W07_2026,unknown,unknown,unknown,unknown,unknown
T0403,BTP_BTC_1H,BTCUSDT,short,2026-02-13 10:00:00,2026-02-13 13:00:00,66932.7061,67409.69,-1.07,-57.1974,SL,London,trend_down,trend_down_20260213,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W07_2026,unknown,unknown,unknown,unknown,unknown
T0404,ATR_ETH_3m,ETHUSDT,long,2026-02-13 15:48:00,2026-02-13 20:12:00,2028.0028,2051.43,0.435,82.889,SL,overlap,trend_down,trend_down_20260213,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W07_2026,unknown,unknown,unknown,unknown,unknown
T0405,BTP_ETH_30m,ETHUSDT,short,2026-02-14 09:30:00,2026-02-14 11:00:00,2077.0523,2096.9838,-1.052,-75.7205,SL,weekend,trend_down,trend_down_20260214,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W07_2026,unknown,unknown,unknown,unknown,unknown
T0406,BTP_ETH_30m,ETHUSDT,short,2026-02-14 12:00:00,2026-02-14 22:00:00,2090.4309,2088.0,0.062,4.9717,TIME,weekend,trend_down,trend_down_20260214,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W07_2026,unknown,unknown,unknown,unknown,unknown
T0407,BTP_BTC_1H,BTCUSDT,short,2026-02-14 13:00:00,2026-02-15 02:00:00,69423.157,69450.6,-0.044,-6.7148,TIME,weekend,trend_down,trend_down_20260214,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W07_2026,unknown,unknown,unknown,unknown,unknown
T0408,BTP_BTC_1H,BTCUSDT,short,2026-02-15 08:00:00,2026-02-15 13:00:00,70398.0595,69979.0312,1.468,123.4514,TP2,weekend,trend_down,trend_down_20260215,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W07_2026,unknown,unknown,unknown,unknown,unknown
T0409,BAW_ETH_5m,ETHUSDT,long,2026-02-17 02:05:00,2026-02-17 03:05:00,1993.4393,1992.15,-0.261,-8.6009,TIME,Asia,trend_down,trend_down_20260217,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W08_2026,unknown,unknown,unknown,unknown,unknown
T0410,ATR_ETH_3m,ETHUSDT,short,2026-02-17 14:36:00,2026-02-17 14:45:00,1973.6726,1950.83,2.163,79.279,TP2,overlap,trend_down,trend_down_20260217,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W08_2026,unknown,unknown,unknown,unknown,unknown
T0411,BTP_BTC_1H,BTCUSDT,short,2026-02-18 08:00:00,2026-02-18 10:00:00,68093.09,68099.9,0.37,24.4804,BE,London,trend_down,trend_down_20260218,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W08_2026,unknown,unknown,unknown,unknown,unknown
T0412,BTP_ETH_30m,ETHUSDT,short,2026-02-18 08:30:00,2026-02-18 10:30:00,2019.388,1997.7637,0.842,78.6206,TP2,London,trend_down,trend_down_20260218,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W08_2026,unknown,unknown,unknown,unknown,unknown
T0413,BAW_ETH_5m,ETHUSDT,long,2026-02-18 18:25:00,2026-02-18 18:40:00,1967.7568,1951.15,-2.325,-67.0458,3BAR,NY,trend_down,trend_down_20260218,trend_down,medium,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W08_2026,unknown,unknown,unknown,unknown,unknown
T0414,BAW_ETH_5m,ETHUSDT,short,2026-02-19 14:55:00,2026-02-19 15:10:00,1935.6264,1912.9854,1.975,83.9775,TP2,overlap,trend_down,trend_down_20260219,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W08_2026,unknown,unknown,unknown,unknown,unknown
T0415,ATR_ETH_3m,ETHUSDT,long,2026-02-20 05:30:00,2026-02-20 09:09:00,1952.2052,1966.89,1.527,50.3073,TP2,Asia,trend_down,trend_down_20260220,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W08_2026,unknown,unknown,unknown,unknown,unknown
T0416,BAW_ETH_5m,ETHUSDT,short,2026-02-21 11:25:00,2026-02-21 12:25:00,1982.5317,1969.5844,9.427,45.2302,TP2,weekend,trend_down,trend_down_20260221,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W08_2026,unknown,unknown,unknown,unknown,unknown
T0417,BTP_ETH_30m,ETHUSDT,short,2026-02-21 11:30:00,2026-02-21 14:00:00,1976.0524,1991.7497,-1.063,-63.3283,SL,weekend,trend_down,trend_down_20260221,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W08_2026,unknown,unknown,unknown,unknown,unknown
T0418,ATR_ETH_3m,ETHUSDT,long,2026-02-21 12:51:00,2026-02-21 14:03:00,1974.8275,1981.53,1.294,20.8732,TP2,weekend,trend_down,trend_down_20260221,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W08_2026,unknown,unknown,unknown,unknown,unknown
T0419,BTP_ETH_30m,ETHUSDT,short,2026-02-21 14:30:00,2026-02-21 21:00:00,1986.4213,1973.8406,1.086,58.3477,TP2,weekend,trend_down,trend_down_20260221,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W08_2026,unknown,unknown,unknown,unknown,unknown
T0420,ATR_ETH_3m,ETHUSDT,short,2026-02-23 00:24:00,2026-02-23 00:57:00,1946.0754,1928.14,2.396,60.7351,TP2,Asia,trend_down,trend_down_20260223,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W09_2026,unknown,unknown,unknown,unknown,unknown
T0421,ATR_ETH_3m,ETHUSDT,short,2026-02-23 01:06:00,2026-02-23 05:18:00,1881.9918,1865.08,0.238,63.6458,SL,Asia,trend_down,trend_down_20260223,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W09_2026,unknown,unknown,unknown,unknown,unknown
T0422,BAW_ETH_5m,ETHUSDT,long,2026-02-24 01:20:00,2026-02-24 02:20:00,1840.7441,1845.68,0.205,16.3612,TIME,Asia,trend_down,trend_down_20260224,trend_down,medium,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W09_2026,unknown,unknown,unknown,unknown,unknown
T0423,BAW_ETH_5m,ETHUSDT,long,2026-02-24 13:35:00,2026-02-24 14:15:00,1813.9614,1804.2939,-1.345,-43.7211,EXT,overlap,trend_down,trend_down_20260224,trend_down,medium,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W09_2026,unknown,unknown,unknown,unknown,unknown
T0424,BAW_ETH_5m,ETHUSDT,short,2026-02-24 22:15:00,2026-02-24 23:05:00,1857.2343,1852.6695,0.984,14.6839,TP2,Asia,trend_down,trend_down_20260224,trend_down,medium,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W09_2026,unknown,unknown,unknown,unknown,unknown
T0425,BTP_ETH_30m,ETHUSDT,short,2026-02-25 02:30:00,2026-02-25 10:00:00,1919.758,1919.95,0.412,55.5476,BE,Asia,trend_down,trend_down_20260225,trend_down,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W09_2026,unknown,unknown,unknown,unknown,unknown
T0426,ATR_ETH_3m,ETHUSDT,long,2026-02-26 14:21:00,2026-02-26 14:30:00,2069.1969,2063.0,-0.827,-26.2112,SL,overlap,trend_down,trend_down_20260226,trend_down,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W09_2026,unknown,unknown,unknown,unknown,unknown
T0427,BTP_BTC_1H,BTCUSDT,short,2026-02-27 09:00:00,2026-02-27 10:00:00,67311.6682,67486.2437,0.134,17.334,TP2,London,trend_down,trend_down_20260227,trend_down,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W09_2026,unknown,unknown,unknown,unknown,unknown
T0428,BAW_ETH_5m,ETHUSDT,long,2026-02-27 13:40:00,2026-02-27 14:40:00,1953.3753,1945.52,-1.658,-33.9106,TIME,overlap,trend_down,trend_down_20260227,trend_down,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W09_2026,unknown,unknown,unknown,unknown,unknown
T0429,BAW_ETH_5m,ETHUSDT,long,2026-03-01 09:00:00,2026-03-01 10:00:00,1988.3788,1978.11,-0.788,-42.4831,TIME,weekend,trend_down,trend_down_20260301,trend_down,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W09_2026,unknown,unknown,unknown,unknown,unknown
T0430,BAW_ETH_5m,ETHUSDT,long,2026-03-01 16:00:00,2026-03-01 17:00:00,2001.3901,1969.0,-1.722,-125.1286,TIME,weekend,trend_down,trend_down_20260301,trend_down,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W09_2026,unknown,unknown,unknown,unknown,unknown
T0431,BAW_ETH_5m,ETHUSDT,short,2026-03-02 05:45:00,2026-03-02 06:15:00,1975.4224,1955.5168,4.197,71.8247,TP2,Asia,trend_down,trend_down_20260302,trend_down,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W10_2026,unknown,unknown,unknown,unknown,unknown
T0432,BTP_BTC_1H,BTCUSDT,long,2026-03-05 19:00:00,2026-03-06 04:00:00,70882.5875,70218.6843,-1.053,-73.9968,SL,NY,range,range_W10_2026,range,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W10_2026,unknown,unknown,unknown,unknown,unknown
T0433,BAW_ETH_5m,ETHUSDT,short,2026-03-06 06:50:00,2026-03-06 07:05:00,2072.2728,2078.1661,-1.815,-25.0793,EXT,Asia,range,range_W10_2026,range,medium,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W10_2026,unknown,unknown,unknown,unknown,unknown
T0434,BAW_ETH_5m,ETHUSDT,short,2026-03-07 03:15:00,2026-03-07 04:00:00,1987.2113,1970.7699,2.23,58.3017,TP2,weekend,trend_down,trend_down_20260307,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W10_2026,unknown,unknown,unknown,unknown,unknown
T0435,ATR_ETH_3m,ETHUSDT,short,2026-03-07 14:00:00,2026-03-07 14:39:00,1975.7024,1983.96,-1.022,-35.0968,SL,weekend,trend_down,trend_down_20260307,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W10_2026,unknown,unknown,unknown,unknown,unknown
T0436,BAW_ETH_5m,ETHUSDT,long,2026-03-08 04:55:00,2026-03-08 05:55:00,1937.2837,1947.86,0.99,37.1951,TIME,weekend,trend_down,trend_down_20260308,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W10_2026,unknown,unknown,unknown,unknown,unknown
T0437,BTP_BTC_1H,BTCUSDT,short,2026-03-09 07:00:00,2026-03-09 09:00:00,67498.0495,68333.0966,-1.04,-96.5357,SL,London,range,range_W11_2026,range,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W11_2026,unknown,unknown,unknown,unknown,unknown
T0438,BTP_ETH_30m,ETHUSDT,short,2026-03-09 03:30:00,2026-03-09 09:30:00,1976.4023,2014.7699,-1.026,-149.3462,SL,Asia,trend_down,trend_down_20260309,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W11_2026,unknown,unknown,unknown,unknown,unknown
T0439,BAW_ETH_5m,ETHUSDT,short,2026-03-10 07:25:00,2026-03-10 08:00:00,2051.5148,2055.7237,-2.429,-19.1368,EXT,London,range,range_W11_2026,range,medium,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W11_2026,unknown,unknown,unknown,unknown,unknown
T0440,ATR_ETH_3m,ETHUSDT,long,2026-03-10 14:48:00,2026-03-10 14:54:00,2052.2152,2075.65,1.611,78.1595,TP2,overlap,range,range_W11_2026,range,medium,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W11_2026,unknown,unknown,unknown,unknown,unknown
T0441,BTP_BTC_1H,BTCUSDT,long,2026-03-11 12:00:00,2026-03-11 13:00:00,69325.9319,69672.1438,0.624,47.6798,TP2,overlap,range,range_W11_2026,range,medium,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W11_2026,unknown,unknown,unknown,unknown,unknown
T0442,BAW_ETH_5m,ETHUSDT,short,2026-03-11 22:15:00,2026-03-11 22:35:00,2075.9324,2060.7311,4.295,51.1697,TP2,Asia,range,range_W11_2026,range,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W11_2026,unknown,unknown,unknown,unknown,unknown
T0443,BAW_ETH_5m,ETHUSDT,short,2026-03-12 09:45:00,2026-03-12 10:30:00,2052.7547,2066.9849,-1.254,-55.7419,EXT,London,range,range_W11_2026,range,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W11_2026,unknown,unknown,unknown,unknown,unknown
T0444,BAW_ETH_5m,ETHUSDT,short,2026-03-13 04:00:00,2026-03-13 05:00:00,2115.9084,2105.5687,3.002,32.8999,TP2,Asia,range,range_W11_2026,range,medium,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W11_2026,unknown,unknown,unknown,unknown,unknown
T0445,ATR_ETH_3m,ETHUSDT,long,2026-03-15 02:00:00,2026-03-15 09:00:00,2095.7096,2117.98,1.735,70.5498,TP2,weekend,range,range_W11_2026,range,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W11_2026,unknown,unknown,unknown,unknown,unknown
T0446,BAW_ETH_5m,ETHUSDT,short,2026-03-17 00:15:00,2026-03-17 01:15:00,2362.2138,2365.42,-0.297,-13.9298,TIME,Asia,trend_up,trend_up_20260317,trend_up,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_up_W12_2026,unknown,unknown,unknown,unknown,unknown
T0447,BAW_ETH_5m,ETHUSDT,short,2026-03-17 13:40:00,2026-03-17 14:40:00,2331.0969,2341.49,-0.82,-37.1885,TIME,overlap,trend_up,trend_up_20260317,trend_up,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_up_W12_2026,unknown,unknown,unknown,unknown,unknown
T0448,BAW_ETH_5m,ETHUSDT,short,2026-03-17 21:15:00,2026-03-17 22:05:00,2336.0964,2341.0587,-2.337,-19.6816,EXT,Asia,trend_up,trend_up_20260317,trend_up,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_up_W12_2026,unknown,unknown,unknown,unknown,unknown
T0449,BAW_ETH_5m,ETHUSDT,short,2026-03-18 03:35:00,2026-03-18 04:30:00,2340.5959,2330.4216,0.958,28.8518,TP2,Asia,trend_up,trend_up_20260318,trend_up,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_up_W12_2026,unknown,unknown,unknown,unknown,unknown
T0450,BAW_ETH_5m,ETHUSDT,short,2026-03-19 09:30:00,2026-03-19 09:35:00,2175.8024,2182.4503,-1.732,-26.6652,EXT,London,range,range_W12_2026,range,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W12_2026,unknown,unknown,unknown,unknown,unknown
T0451,ATR_ETH_3m,ETHUSDT,short,2026-03-21 23:57:00,2026-03-22 01:03:00,2083.1617,2087.46,-0.082,-19.2253,SL,weekend,range,range_W12_2026,range,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W12_2026,unknown,unknown,unknown,unknown,unknown
T0452,BAW_ETH_5m,ETHUSDT,long,2026-03-22 07:45:00,2026-03-22 08:00:00,2102.9603,2087.72,-1.711,-58.1029,SL,weekend,range,range_W12_2026,range,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W12_2026,unknown,unknown,unknown,unknown,unknown
T0453,BAW_ETH_5m,ETHUSDT,short,2026-03-23 17:40:00,2026-03-23 18:00:00,2145.8154,2154.122,-1.524,-32.7829,EXT,NY,range,range_W13_2026,range,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W13_2026,unknown,unknown,unknown,unknown,unknown
T0454,BAW_ETH_5m,ETHUSDT,long,2026-03-24 00:40:00,2026-03-24 01:20:00,2139.934,2146.3673,0.94,18.7973,TP2,Asia,range,range_W13_2026,range,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W13_2026,unknown,unknown,unknown,unknown,unknown
T0455,BTP_BTC_1H,BTCUSDT,short,2026-03-23 15:00:00,2026-03-24 04:00:00,70105.1888,70339.9,-0.133,-28.8599,TIME,overlap,range,range_W13_2026,range,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W13_2026,unknown,unknown,unknown,unknown,unknown
T0456,BAW_ETH_5m,ETHUSDT,short,2026-03-24 04:10:00,2026-03-24 04:30:00,2144.9155,2133.2197,5.048,37.1461,TP2,Asia,range,range_W13_2026,range,medium,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W13_2026,unknown,unknown,unknown,unknown,unknown
T0457,BAW_ETH_5m,ETHUSDT,long,2026-03-24 16:40:00,2026-03-24 17:05:00,2130.023,2117.9399,-1.32,-46.2955,EXT,NY,range,range_W13_2026,range,medium,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W13_2026,unknown,unknown,unknown,unknown,unknown
T0458,BAW_ETH_5m,ETHUSDT,short,2026-03-24 18:40:00,2026-03-24 19:40:00,2119.1981,2119.27,-0.156,-4.0046,TIME,NY,range,range_W13_2026,range,medium,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W13_2026,unknown,unknown,unknown,unknown,unknown
T0459,ATR_ETH_3m,ETHUSDT,long,2026-03-25 12:54:00,2026-03-25 13:57:00,2186.8887,2183.3,-0.396,-16.0574,CH_IN,overlap,range,range_W13_2026,range,medium,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W13_2026,unknown,unknown,unknown,unknown,unknown
T0460,BAW_ETH_5m,ETHUSDT,short,2026-03-25 16:40:00,2026-03-25 17:35:00,2176.8723,2162.1632,3.035,46.9273,TP2,NY,range,range_W13_2026,range,medium,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W13_2026,unknown,unknown,unknown,unknown,unknown
T0461,BAW_ETH_5m,ETHUSDT,short,2026-03-25 22:45:00,2026-03-25 23:40:00,2173.9726,2166.3129,2.57,22.6753,TP2,Asia,range,range_W13_2026,range,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W13_2026,unknown,unknown,unknown,unknown,unknown
T0462,ATR_ETH_3m,ETHUSDT,short,2026-03-26 14:18:00,2026-03-26 17:57:00,2072.6627,2048.22,1.707,81.0457,TP2,overlap,range,range_W13_2026,range,medium,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W13_2026,unknown,unknown,unknown,unknown,unknown
T0463,BAW_ETH_5m,ETHUSDT,short,2026-03-27 05:20:00,2026-03-27 06:20:00,2058.4841,2065.12,-1.928,-27.9275,TIME,Asia,range,range_W13_2026,range,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W13_2026,unknown,unknown,unknown,unknown,unknown
T0464,ATR_ETH_3m,ETHUSDT,short,2026-03-27 08:18:00,2026-03-27 08:36:00,2057.1543,2036.21,2.292,68.6386,TP2,London,trend_down,trend_down_20260327,trend_down,medium,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W13_2026,unknown,unknown,unknown,unknown,unknown
T0465,BTP_ETH_30m,ETHUSDT,short,2026-03-28 15:00:00,2026-03-28 22:00:00,2026.9373,2005.2181,0.523,53.9672,TP2,weekend,range,range_W13_2026,range,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W13_2026,unknown,unknown,unknown,unknown,unknown
T0466,ATR_ETH_3m,ETHUSDT,short,2026-03-29 13:06:00,2026-03-29 14:09:00,1988.5311,1993.62,-0.431,-22.9433,CH_IN,weekend,trend_down,trend_down_20260329,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W13_2026,unknown,unknown,unknown,unknown,unknown
T0467,ATR_ETH_3m,ETHUSDT,short,2026-03-29 22:54:00,2026-03-29 23:57:00,1970.5629,1983.44,-0.515,-52.7604,CH_IN,weekend,trend_down,trend_down_20260329,trend_down,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W13_2026,unknown,unknown,unknown,unknown,unknown
T0468,BAW_ETH_5m,ETHUSDT,short,2026-03-30 11:30:00,2026-03-30 11:35:00,2066.3533,2071.2492,-2.098,-21.5198,EXT,London,range,range_W14_2026,range,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W14_2026,unknown,unknown,unknown,unknown,unknown
