Trade #,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
184,Entry short,2026-01-26 09:30,Short-A,2911.24,2.7916,8127.017584,-8.13,-0.10,84.21,1.04,-7.55,-0.09,215.01,2.15
185,Exit short,2026-01-26 13:30,TIME,2901.29,0.0001,0.291124,0.001,0.24,0.003,1.04,-0.001,-0.18,215.01,2.15
185,Entry short,2026-01-26 09:30,Short-A,2911.24,0.0001,0.291124,0.001,0.24,0.003,1.04,-0.001,-0.18,215.01,2.15
186,Exit short,2026-01-26 16:30,TP1,2896.04,4.194,12251.59668,93.41,0.76,99.48,0.81,-8.77,-0.07,304.34,3.04
186,Entry short,2026-01-26 16:00,Short-A,2921.22,4.194,12251.59668,93.41,0.76,99.48,0.81,-8.77,-0.07,304.34,3.04
187,Exit short,2026-01-26 16:30,TP2,2898.12,2.796,8167.73112,56.45,0.69,97.36,1.19,-5.85,-0.07,364.87,3.65
187,Entry short,2026-01-26 16:00,Short-A,2921.22,2.796,8167.73112,56.45,0.69,97.36,1.19,-5.85,-0.07,364.87,3.65
188,Exit short,2026-01-26 20:00,TIME,2925.12,0.0001,0.292122,-0.001,-0.23,0.003,1.19,-0.002,-0.52,364.87,3.65
188,Entry short,2026-01-26 16:00,Short-A,2921.22,0.0001,0.292122,-0.001,-0.23,0.003,1.19,-0.002,-0.52,364.87,3.65
189,Exit short,2026-01-26 21:30,TP1,2899.7,4.2545,12431.39373,82.24,0.66,88.4,0.71,-32.17,-0.26,442.96,4.43
189,Entry short,2026-01-26 20:30,Short-A,2921.94,4.2545,12431.39373,82.24,0.66,88.4,0.71,-32.17,-0.26,442.96,4.43
190,Exit short,2026-01-26 21:30,TP2,2900.17,2.8363,8287.498422,53.49,0.65,67.16,0.81,-21.45,-0.26,500.6,5.01
190,Entry short,2026-01-26 20:30,Short-A,2921.94,2.8363,8287.498422,53.49,0.65,67.16,0.81,-21.45,-0.26,500.6,5.01
191,Exit short,2026-01-27 00:30,TIME,2928.9,0.0001,0.292194,-0.001,-0.34,0.003,0.91,-0.003,-0.86,500.6,5.01
191,Entry short,2026-01-26 20:30,Short-A,2921.94,0.0001,0.292194,-0.001,-0.34,0.003,0.91,-0.003,-0.86,500.6,5.01
192,Exit short,2026-01-27 18:30,TP1,2933.39,4.2741,12594.1058,43.94,0.35,50.21,0.40,-28.39,-0.23,540.34,5.40
192,Entry short,2026-01-27 18:00,Short-C,2946.61,4.2741,12594.1058,43.94,0.35,50.21,0.40,-28.39,-0.23,540.34,5.40
193,Exit short,2026-01-27 19:00,TP2,2925.19,2.8494,8396.070534,52.67,0.63,81.57,0.97,-18.93,-0.23,597.2,5.97
193,Entry short,2026-01-27 18:00,Short-C,2946.61,2.8494,8396.070534,52.67,0.63,81.57,0.97,-18.93,-0.23,597.2,5.97
194,Exit short,2026-01-27 22:00,TIME,3015.22,0.0001,0.294661,-0.01,-2.43,0.003,0.97,-0.01,-2.88,597.2,5.97
194,Entry short,2026-01-27 18:00,Short-C,2946.61,0.0001,0.294661,-0.01,-2.43,0.003,0.97,-0.01,-2.88,597.2,5.97
195,Exit short,2026-02-02 19:00,TP1,2340,5.3924,12710.1025,79.22,0.62,85.53,0.67,-130.11,-1.02,672.18,6.72
195,Entry short,2026-02-02 17:30,Short-A,2357.04,5.3924,12710.1025,79.22,0.62,85.53,0.67,-130.11,-1.02,672.18,6.72
196,Exit short,2026-02-02 19:30,BE,2357.04,3.5949,8473.323096,-8.47,-0.10,85.24,1.01,-86.74,-1.02,667.94,6.68
196,Entry short,2026-02-02 17:30,Short-A,2357.04,3.5949,8473.323096,-8.47,-0.10,85.24,1.01,-86.74,-1.02,667.94,6.68
197,Exit short,2026-02-02 22:00,TIME,2331.15,0.0001,0.235704,0.002,1.00,0.004,1.88,-0.002,-1.02,667.95,6.68
197,Entry short,2026-02-02 17:30,Short-A,2357.04,0.0001,0.235704,0.002,1.00,0.004,1.88,-0.002,-1.02,667.95,6.68
198,Exit short,2026-02-06 22:30,TIME,2053.45,10.3193,21325.14303,113.72,0.53,369.71,1.73,-305.48,-1.43,781.67,7.82
198,Entry short,2026-02-06 18:30,Short-A,2066.53,10.3193,21325.14303,113.72,0.53,369.71,1.73,-305.48,-1.43,781.67,7.82
199,Exit short,2026-02-07 08:00,TP1,2020.26,6.1987,12931.35602,395.64,3.06,401.9,3.11,-111.6,-0.86,1173,11.73
199,Entry short,2026-02-07 05:30,Short-A,2086.14,6.1987,12931.35602,395.64,3.06,401.9,3.11,-111.6,-0.86,1173,11.73
200,Exit short,2026-02-07 08:00,TP2,2022.53,4.1325,8620.97355,254.38,2.95,379.19,4.40,-74.4,-0.86,1431.69,14.32
200,Entry short,2026-02-07 05:30,Short-A,2086.14,4.1325,8620.97355,254.38,2.95,379.19,4.40,-74.4,-0.86,1431.69,14.32
201,Exit short,2026-02-07 09:30,TIME,2018.32,0.0001,0.208614,0.01,3.15,0.01,4.40,-0.002,-0.86,1431.69,14.32
201,Entry short,2026-02-07 05:30,Short-A,2086.14,0.0001,0.208614,0.01,3.15,0.01,4.40,-0.002,-0.86,1431.69,14.32
202,Exit short,2026-02-08 00:00,TIME,2080.26,10.923,22851.89907,106.43,0.47,208.02,0.91,-281.22,-1.23,1538.13,15.38
202,Entry short,2026-02-07 20:00,Short-A,2092.09,10.923,22851.89907,106.43,0.47,208.02,0.91,-281.22,-1.23,1538.13,15.38
203,Exit short,2026-02-08 10:30,TP1,2095.86,6.5704,13838.70789,54.26,0.39,61.15,0.44,-57.45,-0.41,1587.78,15.88
203,Entry short,2026-02-08 10:00,Short-C,2106.22,6.5704,13838.70789,54.26,0.39,61.15,0.44,-57.45,-0.41,1587.78,15.88
204,Exit short,2026-02-08 11:00,BE,2106.22,4.3802,9225.664844,-9.23,-0.10,47.82,0.52,-38.3,-0.41,1583.17,15.83
204,Entry short,2026-02-08 10:00,Short-C,2106.22,4.3802,9225.664844,-9.23,-0.10,47.82,0.52,-38.3,-0.41,1583.17,15.83
205,Exit short,2026-02-08 14:00,TIME,2131.8,0.0001,0.210622,-0.003,-1.31,0.002,1.10,-0.004,-1.86,1583.16,15.83
205,Entry short,2026-02-08 10:00,Short-C,2106.22,0.0001,0.210622,-0.003,-1.31,0.002,1.10,-0.004,-1.86,1583.16,15.83
206,Exit short,2026-02-09 22:30,TP1,2087.99,6.5677,13892.59013,165.5,1.19,172.35,1.24,-221.78,-1.60,1744.03,17.44
206,Entry short,2026-02-09 19:00,Short-C,2115.29,6.5677,13892.59013,165.5,1.19,172.35,1.24,-221.78,-1.60,1744.03,17.44
207,Exit short,2026-02-09 22:30,BE,2121.22,4.3785,9261.797265,-35.24,-0.38,119.81,1.29,-147.85,-1.60,1713.42,17.13
207,Entry short,2026-02-09 19:00,Short-C,2115.29,4.3785,9261.797265,-35.24,-0.38,119.81,1.29,-147.85,-1.60,1713.42,17.13
208,Exit short,2026-02-10 00:30,TIME,2103.96,0.0001,0.211529,0.001,0.44,0.003,1.29,-0.003,-1.60,1713.42,17.13
208,Entry short,2026-02-09 19:00,Short-C,2115.29,0.0001,0.211529,0.001,0.44,0.003,1.29,-0.003,-1.60,1713.42,17.13
209,Exit short,2026-02-12 13:30,TP1,1974.71,7.0673,14048.94432,79.07,0.56,86.05,0.61,-21.8,-0.16,1787.81,17.88
209,Entry short,2026-02-12 12:30,Short-A,1987.88,7.0673,14048.94432,79.07,0.56,86.05,0.61,-21.8,-0.16,1787.81,17.88
210,Exit short,2026-02-12 14:00,TP2,1974.55,4.7115,9365.89662,53.47,0.57,62.93,0.67,-14.53,-0.16,1845.96,18.46
210,Entry short,2026-02-12 12:30,Short-A,1987.88,4.7115,9365.89662,53.47,0.57,62.93,0.67,-14.53,-0.16,1845.96,18.46
211,Exit short,2026-02-12 16:30,TIME,1947.47,0.0001,0.198788,0.004,1.93,0.004,2.18,-0.001,-0.43,1845.97,18.46
211,Entry short,2026-02-12 12:30,Short-A,1987.88,0.0001,0.198788,0.004,1.93,0.004,2.18,-0.001,-0.43,1845.97,18.46
212,Exit short,2026-02-13 12:30,TP1,1951.27,7.2489,14207.844,49.11,0.35,56.18,0.40,-68.65,-0.48,1890.34,18.90
212,Entry short,2026-02-13 10:00,Short-A,1960,7.2489,14207.844,49.11,0.35,56.18,0.40,-68.65,-0.48,1890.34,18.90
213,Exit short,2026-02-13 13:00,BE,1960,4.8326,9471.896,-9.47,-0.10,73.6,0.78,-45.76,-0.48,1885.6,18.86
213,Entry short,2026-02-13 10:00,Short-A,1960,4.8326,9471.896,-9.47,-0.10,73.6,0.78,-45.76,-0.48,1885.6,18.86
214,Exit short,2026-02-13 14:00,TIME,1968.18,0.0001,0.196,-0.001,-0.52,0.002,0.78,-0.001,-0.66,1885.6,18.86
214,Entry short,2026-02-13 10:00,Short-A,1960,0.0001,0.196,-0.001,-0.52,0.002,0.78,-0.001,-0.66,1885.6,18.86
215,Exit short,2026-02-18 11:30,TP1,1996.97,7.0586,14255.47797,145.49,1.02,152.54,1.07,-24.07,-0.17,2026.34,20.26
215,Entry short,2026-02-18 09:30,Short-C,2019.59,7.0586,14255.47797,145.49,1.02,152.54,1.07,-24.07,-0.17,2026.34,20.26
216,Exit short,2026-02-18 11:30,TP2,1996.3,4.7057,9503.584663,100.15,1.05,115.53,1.21,-16.05,-0.17,2131.24,21.31
216,Entry short,2026-02-18 09:30,Short-C,2019.59,4.7057,9503.584663,100.15,1.05,115.53,1.21,-16.05,-0.17,2131.24,21.31
217,Exit short,2026-02-18 13:30,TIME,1981.49,0.0001,0.201959,0.004,1.79,0.005,2.39,-0.0003,-0.17,2131.24,21.31
217,Entry short,2026-02-18 09:30,Short-C,2019.59,0.0001,0.201959,0.004,1.79,0.005,2.39,-0.0003,-0.17,2131.24,21.31
218,Exit short,2026-02-21 16:30,TIME,1987.04,12.2708,24250.1685,-156.72,-0.65,85.31,0.35,-262.33,-1.08,1974.52,19.75
218,Entry short,2026-02-21 12:30,Short-C,1976.25,12.2708,24250.1685,-156.72,-0.65,85.31,0.35,-262.33,-1.08,1974.52,19.75
219,Exit short,2026-02-25 05:00,TP1,1897.99,7.4805,14362.18598,149.99,1.04,157.09,1.09,-22.52,-0.16,2119.73,21.20
219,Entry short,2026-02-25 03:30,Short-C,1919.95,7.4805,14362.18598,149.99,1.04,157.09,1.09,-22.52,-0.16,2119.73,21.20
220,Exit short,2026-02-25 07:30,TIME,1884.21,4.987,9574.79065,168.75,1.76,209.11,2.18,-15.01,-0.16,2293.26,22.93
220,Entry short,2026-02-25 03:30,Short-C,1919.95,4.987,9574.79065,168.75,1.76,209.11,2.18,-15.01,-0.16,2293.26,22.93
221,Exit short,2026-03-09 08:30,TIME,1982.9,12.4325,24574.0795,-102.94,-0.42,165.87,0.67,-468.93,-1.91,2190.33,21.90
221,Entry short,2026-03-09 04:30,Short-A,1976.6,12.4325,24574.0795,-102.94,-0.42,165.87,0.67,-468.93,-1.91,2190.33,21.90
222,Exit short,2026-03-28 20:00,TIME,2019.09,12.0211,24368.45265,72.45,0.30,138.92,0.57,-53.78,-0.22,2262.78,22.63
222,Entry short,2026-03-28 16:00,Short-A,2027.14,12.0211,24368.45265,72.45,0.30,138.92,0.57,-53.78,-0.22,2262.78,22.63
223,Exit short,2026-03-31 18:30,SL,2101.58,7.1416,14707.91095,-315.59,-2.14,44.07,0.30,-308.09,-2.09,1942.28,19.42
223,Entry short,2026-03-31 17:00,Short-C,2059.47,7.1416,14707.91095,-315.59,-2.14,44.07,0.30,-308.09,-2.09,1942.28,19.42
224,Exit short,2026-03-31 18:30,SL,2101.58,4.761,9805.13667,-210.39,-2.14,29.38,0.30,-205.39,-2.09,1736.79,17.37
224,Entry short,2026-03-31 17:00,Short-C,2059.47,4.761,9805.13667,-210.39,-2.14,29.38,0.30,-205.39,-2.09,1736.79,17.37
225,Exit short,2026-03-31 18:30,SL,2090.41,0.0001,0.205947,-0.003,-1.60,0.001,0.30,-0.005,-2.41,1736.79,17.37
225,Entry short,2026-03-31 17:00,Short-C,2059.47,0.0001,0.205947,-0.003,-1.60,0.001,0.30,-0.005,-2.41,1736.79,17.37
226,Exit long,2026-04-09 06:00,TIME,2177.28,10.7422,23461.71675,-96.36,-0.41,14.8,0.06,-270.3,-1.15,1640.43,16.40
226,Entry long,2026-04-09 02:00,Long-A,2184.07,10.7422,23461.71675,-96.36,-0.41,14.8,0.06,-270.3,-1.15,1640.43,16.40
227,Exit long,2026-04-09 17:00,TP1,2186.33,6.4134,13961.33046,46.49,0.33,53.5,0.38,-62.78,-0.45,1682.26,16.82
227,Entry long,2026-04-09 16:30,Long-A,2176.9,6.4134,13961.33046,46.49,0.33,53.5,0.38,-62.78,-0.45,1682.26,16.82
228,Exit long,2026-04-09 17:00,TP2,2183.56,4.2756,9307.55364,19.15,0.21,68.33,0.73,-41.85,-0.45,1706.07,17.06
228,Entry long,2026-04-09 16:30,Long-A,2176.9,4.2756,9307.55364,19.15,0.21,68.33,0.73,-41.85,-0.45,1706.07,17.06
229,Exit long,2026-04-09 20:30,TIME,2206.02,0.0001,0.21769,0.003,1.24,0.01,2.39,-0.001,-0.45,1706.07,17.06
229,Entry long,2026-04-09 16:30,Long-A,2176.9,0.0001,0.21769,0.003,1.24,0.01,2.39,-0.001,-0.45,1706.07,17.06
230,Exit long,2026-04-12 08:30,TIME,2214.92,10.53,23400.3978,-100.65,-0.43,27.79,0.12,-172.39,-0.74,1605.42,16.05
230,Entry long,2026-04-12 04:30,Long-A,2222.26,10.53,23400.3978,-100.65,-0.43,27.79,0.12,-172.39,-0.74,1605.42,16.05
231,Exit long,2026-04-16 17:30,TP1,2337.65,6.0297,13919.50215,161.82,1.16,168.87,1.21,-15.94,-0.11,1762.6,17.63
231,Entry long,2026-04-16 16:30,Long-A,2308.49,6.0297,13919.50215,161.82,1.16,168.87,1.21,-15.94,-0.11,1762.6,17.63
232,Exit long,2026-04-16 17:30,TP2,2337.6,4.0198,9279.668102,107.68,1.16,157.12,1.69,-10.63,-0.11,1874.91,18.75
232,Entry long,2026-04-16 16:30,Long-A,2308.49,4.0198,9279.668102,107.68,1.16,157.12,1.69,-10.63,-0.11,1874.91,18.75
233,Exit long,2026-04-17 09:00,TP1,2337.29,6.1198,14242.48814,46.99,0.33,54.14,0.38,-87.9,-0.62,1917.15,19.17
233,Entry long,2026-04-17 05:00,Long-A,2327.28,6.1198,14242.48814,46.99,0.33,54.14,0.38,-87.9,-0.62,1917.15,19.17
234,Exit long,2026-04-17 09:30,TIME,2333.24,4.08,9495.3024,14.81,0.16,50.74,0.53,-58.6,-0.62,1936.71,19.37
234,Entry long,2026-04-17 05:00,Long-A,2327.28,4.08,9495.3024,14.81,0.16,50.74,0.53,-58.6,-0.62,1936.71,19.37
235,Exit long,2026-04-18 15:30,TIME,2353.94,10.0487,23861.44205,-231.16,-0.97,0,0.00,-344.14,-1.44,1705.55,17.06
235,Entry long,2026-04-18 11:30,Long-A,2374.58,10.0487,23861.44205,-231.16,-0.97,0,0.00,-344.14,-1.44,1705.55,17.06
236,Exit long,2026-04-19 13:30,TIME,2327.66,10.1109,23399.35254,111.92,0.48,147.24,0.63,-113.21,-0.48,1817.46,18.17
236,Entry long,2026-04-19 09:30,Long-C,2314.27,10.1109,23399.35254,111.92,0.48,147.24,0.63,-113.21,-0.48,1817.46,18.17
237,Exit long,2026-04-20 20:00,TP1,2326.16,6.1183,14173.65378,44.29,0.31,51.4,0.36,-130,-0.92,1857.03,18.57
237,Entry long,2026-04-20 17:00,Long-B,2316.6,6.1183,14173.65378,44.29,0.31,51.4,0.36,-130,-0.92,1857.03,18.57
238,Exit long,2026-04-20 20:00,TP2,2327.15,4.0789,9449.17974,33.56,0.36,69.35,0.73,-86.67,-0.92,1895.31,18.95
238,Entry long,2026-04-20 17:00,Long-B,2316.6,4.0789,9449.17974,33.56,0.36,69.35,0.73,-86.67,-0.92,1895.31,18.95
239,Exit long,2026-04-20 21:00,TIME,2328,0.0001,0.23166,0.001,0.39,0.003,1.10,-0.002,-0.92,1895.32,18.95
239,Entry long,2026-04-20 17:00,Long-B,2316.6,0.0001,0.23166,0.001,0.39,0.003,1.10,-0.002,-0.92,1895.32,18.95
240,Exit long,2026-04-21 16:00,TP1,2322.83,6.1718,14267.04147,54.7,0.38,61.87,0.43,-61.82,-0.43,1945.26,19.45
240,Entry long,2026-04-21 15:30,Long-C,2311.65,6.1718,14267.04147,54.7,0.38,61.87,0.43,-61.82,-0.43,1945.26,19.45
241,Exit long,2026-04-21 16:30,TP2,2318.2,4.1145,9511.283925,17.43,0.18,41.94,0.44,-41.21,-0.43,1967.44,19.67
241,Entry long,2026-04-21 15:30,Long-C,2311.65,4.1145,9511.283925,17.43,0.18,41.94,0.44,-41.21,-0.43,1967.44,19.67
242,Exit long,2026-04-21 19:30,TIME,2305.13,0.0001,0.231165,-0.001,-0.38,0.001,0.59,-0.003,-1.38,1967.44,19.67
242,Entry long,2026-04-21 15:30,Long-C,2311.65,0.0001,0.231165,-0.001,-0.38,0.001,0.59,-0.003,-1.38,1967.44,19.67
243,Exit long,2026-04-23 08:30,TIME,2353.24,10.1765,23922.71267,1.1,0.00,58.66,0.25,-223.43,-0.93,1968.54,19.69
243,Entry long,2026-04-23 04:30,Long-A,2350.78,10.1765,23922.71267,1.1,0.00,58.66,0.25,-223.43,-0.93,1968.54,19.69
